,test_sets,recall,precision
0,terns,0.8748132615837555,0.8055052782404879
0,palmyra,0.8794600617385427,0.359130837241253
0,penguins,0.4818908069950886,0.16648860369091656
0,pfeifer,0.6275520021407616,0.5339788752612009
0,hayes,0.6875596650046257,0.4680679334146598
