,prediction_id,truth_id,IoU,match
1,1,0,0.0,False
3,3,1,0.31487908172657153,True
5,5,2,0.2302119722976551,False
2,2,3,0.31732238188267936,True
0,0,4,0.5292867461963694,True
7,7,5,0.09239492956324567,False
4,4,0,0.0,False
1,1,1,0.0,False
5,5,2,0.3691962650846333,True
3,3,3,0.4922789458050206,True
8,8,4,0.34964336302516136,True
2,2,5,0.0,False
0,0,6,0.2329876923836384,False
11,11,0,0.40063776176292454,True
0,0,1,0.2731153912618446,True
21,21,2,0.1215933024237436,False
5,5,3,0.0,False
10,10,4,0.0,False
13,13,5,0.540409475795878,True
18,18,6,0.3500775412429145,True
14,14,7,0.431697387092463,True
1,1,8,0.5734437438183813,True
12,12,9,0.42826208910973934,True
7,7,10,0.5875880100239366,True
4,4,11,0.1535284657797806,False
3,3,12,0.6849101041375838,True
6,6,13,0.0,False
9,9,14,0.7319278187198236,True
24,24,15,0.5221075130166737,True
2,2,16,0.3440571453181883,True
8,8,17,0.8713387991608894,True
15,15,18,0.0,False
1,1,0,0.0,False
16,16,1,0.22844255178151648,False
34,34,2,0.39294628176809676,True
15,15,3,0.4410021356944586,True
22,22,4,0.5268735609690912,True
2,2,5,0.6991580502728988,True
9,9,6,0.6106884292888689,True
4,4,7,0.737920816278676,True
3,3,8,0.3362558507746575,True
17,17,9,0.3024646082411994,True
12,12,10,0.14851984284451097,False
5,5,11,0.6675599168441027,True
13,13,12,0.6790474940556315,True
20,20,13,0.2479691430488269,False
8,8,14,0.3720044994989805,True
7,7,15,0.0,False
0,0,16,0.0,False
35,35,17,0.7468473751566638,True
30,30,18,0.3126079834075367,True
6,6,19,0.4844888982550656,True
26,26,20,0.29378004111391615,True
25,25,21,0.14519631285778292,False
10,10,22,0.0,False
11,11,23,0.0,False
18,18,24,0.3217434859425645,True
1,1,0,0.0,False
2,2,1,0.3458546438616159,True
18,18,0,0.12270805705421992,False
14,14,1,0.19372180254086516,False
19,19,2,0.020896557210342094,False
20,20,3,0.0,False
1,1,4,0.0,False
25,25,5,0.18912700346961667,False
31,31,6,0.6478711912207687,True
17,17,7,0.0,False
23,23,8,0.3331074601873311,True
3,3,9,0.5806979899485131,True
16,16,10,0.29794695869245136,True
4,4,11,0.32702182009816183,True
24,24,12,0.4781189375858954,True
15,15,13,0.166306381557554,False
8,8,14,0.12856303628622787,False
5,5,15,0.2668011615691851,True
10,10,16,0.0,False
36,36,17,0.2615262692344062,True
27,27,18,0.6573212231782791,True
28,28,19,0.0379205420294829,False
7,7,20,0.3505480640109496,True
35,35,21,0.21649757214188003,False
9,9,22,0.0,False
6,6,23,0.2102174158589433,False
12,12,24,0.2807972338790292,True
13,13,25,0.0,False
22,22,26,0.5696059659261149,True
26,26,27,0.0,False
11,11,28,0.2883392685712054,True
2,2,29,0.4151982433434459,True
0,0,30,0.3079874384285034,True
32,32,31,0.5118914552557109,True
21,21,32,0.5713390788003692,True
3,3,0,0.45312818355633044,True
15,15,1,0.0,False
11,11,2,0.0,False
17,17,3,0.2892159112673629,True
130,130,4,0.1598304954681087,False
117,117,5,0.6563360374477208,True
21,21,6,0.0,False
86,86,7,0.49092339362384974,True
88,88,8,0.4884572335521769,True
52,52,9,0.0,False
40,40,10,0.0,False
43,43,11,0.2873392439957746,True
118,118,12,0.3000100506504372,True
74,74,13,0.0,False
44,44,14,0.0,False
81,81,15,0.0,False
111,111,16,0.40057781102960216,True
80,80,17,0.5174204914288049,True
49,49,18,0.18892724851139642,False
101,101,19,0.25212997277590066,True
56,56,20,0.0,False
63,63,21,0.6651792854870401,True
4,4,22,0.0,False
55,55,23,0.0,False
19,19,24,0.0,False
85,85,25,0.0,False
41,41,26,0.67060147842992,True
94,94,27,0.3617620891486537,True
26,26,28,0.0,False
79,79,29,0.45710367752274544,True
126,126,30,0.20148425541956244,False
121,121,31,0.0,False
38,38,32,0.6996814567956253,True
108,108,33,0.47809837879257877,True
124,124,34,0.0,False
67,67,35,0.0,False
12,12,36,0.0,False
24,24,37,0.0,False
0,,38,0.0,False
20,20,39,0.5556697101631348,True
70,70,40,0.41570449135555815,True
9,9,41,0.466830553216171,True
23,23,42,0.5651250630323339,True
89,89,43,0.2723968410148631,True
1,1,44,0.44539497032704783,True
0,,45,0.0,False
0,,46,0.0,False
10,10,47,0.4884811017133198,True
14,14,48,0.6721834072160212,True
0,,49,0.0,False
0,,50,0.0,False
0,,51,0.0,False
0,,52,0.0,False
2,2,53,0.5092318766526441,True
0,,54,0.0,False
62,62,55,0.49008183979624614,True
0,,56,0.0,False
0,,57,0.0,False
0,,58,0.0,False
114,114,59,0.6144083777495882,True
0,,60,0.0,False
116,116,61,0.5689718704599233,True
39,39,62,0.6250980031861548,True
0,,63,0.0,False
0,,64,0.0,False
0,,65,0.0,False
0,,66,0.0,False
0,,67,0.0,False
0,,68,0.0,False
0,,69,0.0,False
0,,70,0.0,False
0,,71,0.0,False
0,,72,0.0,False
0,,73,0.0,False
0,,74,0.0,False
0,,75,0.0,False
0,,76,0.0,False
0,,77,0.0,False
0,,78,0.0,False
0,,79,0.0,False
