,prediction_id,truth_id,IoU,match
601,601,0,0.0003139553397467111,False
656,656,1,0.32021963307641466,True
397,397,2,0.0,False
471,471,3,0.4854428744913658,True
993,993,4,0.33677220629693266,True
444,444,5,0.32616307329434585,True
649,649,6,0.23682343177768822,False
363,363,7,0.3001980710344209,True
17,17,8,0.33886058621828097,True
1027,1027,9,0.1006444730450025,False
2,2,10,0.0,False
209,209,11,0.7695936016893483,True
968,968,12,0.11677370839685827,False
0,0,13,0.0,False
550,550,14,0.5722629077317914,True
549,549,15,0.4237657193297107,True
984,984,16,0.4408683535072953,True
427,427,17,0.6240384057251898,True
480,480,18,0.3402074325861315,True
216,216,19,0.6131573753890605,True
618,618,20,0.40008269800170315,True
221,221,21,0.049471951371966444,False
936,936,22,0.6488081656857546,True
73,73,23,0.21069357601552716,False
284,284,24,0.3950085792099412,True
409,409,25,0.5618708621032568,True
128,128,26,0.6415410433376101,True
399,399,27,0.6237208902032298,True
524,524,28,0.18507786921549524,False
697,697,29,0.22616548399915518,False
5,5,30,0.0,False
144,144,31,0.6370539310886425,True
917,917,32,0.3959679667162987,True
491,491,33,0.16000584965335735,False
316,316,34,0.3573517784418377,True
662,662,35,0.008614783110623801,False
1,1,36,0.0,False
482,482,37,0.7150382933118316,True
546,546,38,0.6505973996311338,True
56,56,39,0.0,False
971,971,40,0.19835181213207134,False
997,997,41,0.30927884993072885,True
963,963,42,0.023818013675544928,False
325,325,43,0.0,False
553,553,44,0.6876557383569256,True
615,615,45,0.282803113672256,True
495,495,46,0.39518075886329507,True
196,196,47,0.579555181148232,True
714,714,48,0.07296876117989498,False
341,341,49,0.4099985203691699,True
698,698,50,0.3878633727555334,True
11,11,51,0.0,False
194,194,52,0.3052003522783257,True
415,415,53,0.7163582956015376,True
455,455,54,0.5299109660306384,True
271,271,55,0.565747855015889,True
548,548,56,0.15547762130754036,False
396,396,57,0.01742300614044527,False
431,431,58,0.0,False
1006,1006,59,0.20232022546216263,False
430,430,60,0.0,False
927,927,61,0.4276227182649909,True
9,9,62,0.0,False
707,707,63,0.5153019443400748,True
192,192,64,0.6647792078024617,True
134,134,65,0.5178424011678856,True
228,228,66,0.0,False
80,80,67,0.44548000232869817,True
236,236,68,0.0,False
203,203,69,0.179094545710486,False
304,304,70,0.3879921835636143,True
244,244,71,0.7550729677744598,True
358,358,72,0.0,False
633,633,73,0.5717060148538833,True
264,264,74,0.668119743939095,True
930,930,75,0.06781547003104975,False
617,617,76,0.6561035542270738,True
985,985,77,0.4668948149390462,True
14,14,78,0.0,False
190,190,79,0.3718826356792922,True
687,687,80,0.030200791667029728,False
644,644,81,0.2576329320371154,True
959,959,82,0.6683581058537161,True
483,483,83,0.4745407739048467,True
328,328,84,0.4309792843945859,True
989,989,85,0.29277586634919733,True
391,391,86,0.47913916373337573,True
64,64,87,0.48608274840979304,True
541,541,88,0.26301246862594546,True
145,145,89,0.4197784267037914,True
613,613,90,0.663771079044844,True
266,266,91,0.25793909355107253,True
525,525,92,0.5273460206560381,True
634,634,93,0.2800048581801051,True
938,938,94,0.7265796482039921,True
99,99,95,0.0,False
564,564,96,0.10960498228484956,False
280,280,97,0.3786198174680101,True
33,33,98,0.7008798872751377,True
84,84,99,0.6550281661265898,True
318,318,100,0.38746419765829565,True
1024,1024,101,0.678289143508192,True
