,prediction_id,truth_id,IoU,match
3,3,0,0.0,False
0,0,1,0.46422493727089875,True
5,5,2,0.04253600818139521,False
2,2,3,0.16742262018157847,False
1,1,4,0.2854508634960581,True
4,4,5,0.11435654672965749,False
3,3,0,0.0,False
4,4,1,0.30483552058520474,True
2,2,2,0.0,False
0,0,3,0.1450832199636924,False
6,6,4,0.5942265173819434,True
5,5,5,0.0,False
1,1,6,0.21650364961868498,False
2,2,0,0.37312466076623196,True
5,5,1,0.713774676153852,True
12,12,2,0.6317225473098966,True
6,6,3,0.0,False
13,13,4,0.0,False
8,8,5,0.0,False
3,3,6,0.610533639806382,True
18,18,7,0.34526635682513473,True
0,0,8,0.5614316891205507,True
7,7,9,0.0,False
17,17,10,0.6494267532913772,True
14,14,11,0.5692927715374341,True
4,4,12,0.41493459238833486,True
11,11,13,0.0,False
16,16,14,0.1595337101991772,False
10,10,15,0.6917499428574051,True
9,9,16,0.46786112703194055,True
1,1,17,0.7827691971167499,True
15,15,18,0.0,False
14,14,0,0.0,False
7,7,1,0.7140519367228524,True
16,16,2,0.0,False
6,6,3,0.43540269284638905,True
9,9,4,0.6507961532644169,True
3,3,5,0.6759450367415947,True
8,8,6,0.6014478647429854,True
4,4,7,0.742169819546047,True
11,11,8,0.48561163754587405,True
1,1,9,0.3498833209231212,True
17,17,10,0.38282889550197,True
0,0,11,0.6593933693937609,True
5,5,12,0.7545610604934875,True
15,15,13,0.5608496230706415,True
27,27,14,0.501123823566662,True
18,18,15,0.0,False
2,2,16,0.44458290839276193,True
10,10,17,0.7030465188757206,True
20,20,18,0.4588406098261751,True
12,12,19,0.016265871621259444,False
23,23,20,0.03513983116755942,False
13,13,21,0.449195773276387,True
21,21,22,0.0,False
19,19,23,0.0,False
28,28,24,0.35311050946104156,True
1,1,0,0.0,False
0,0,1,0.56882213996658,True
1,1,0,0.0,False
4,4,1,0.0,False
8,8,2,0.02457975117162099,False
9,9,3,0.0,False
10,10,4,0.0,False
14,14,5,0.0,False
16,16,6,0.491815738414574,True
18,18,7,0.0,False
19,19,8,0.0,False
0,0,9,0.6457580734952705,True
11,11,10,0.5393512257697001,True
21,21,11,0.0,False
12,12,12,0.6448621259717902,True
6,6,13,0.3158934946907394,True
24,24,14,0.014171487134771536,False
22,22,15,0.0,False
0,,16,0.0,False
0,,17,0.0,False
7,7,18,0.15968071704660666,False
0,,19,0.0,False
20,20,20,0.3117619913623576,True
0,,21,0.0,False
23,23,22,0.04724799733087318,False
17,17,23,0.36628506097420804,True
3,3,24,0.6009979298369711,True
0,,25,0.0,False
15,15,26,0.49144080442095983,True
0,,27,0.0,False
0,,28,0.0,False
5,5,29,0.4050049971833497,True
2,2,30,0.48589159240994173,True
13,13,31,0.5344819023820978,True
25,25,32,0.5474183601702655,True
4,4,0,0.5809633203940994,True
19,19,1,0.0,False
23,23,2,0.0,False
49,49,3,0.0,False
96,96,4,0.0630669171511855,False
82,82,5,0.0,False
83,83,6,0.0,False
62,62,7,0.6235198656456943,True
18,18,8,0.6154486989811943,True
55,55,9,0.25323174008004234,True
86,86,10,0.0,False
56,56,11,0.0,False
43,43,12,0.6512170864131483,True
89,89,13,0.09776202618946404,False
100,100,14,0.0,False
103,103,15,0.0,False
110,110,16,0.0,False
81,81,17,0.41391111385008467,True
95,95,18,0.10137485641247963,False
71,71,19,0.5399081292223865,True
84,84,20,0.6226070482524512,True
45,45,21,0.6302552280489508,True
102,102,22,0.6492422495509628,True
0,,23,0.0,False
0,,24,0.0,False
61,61,25,0.30193724967046137,True
0,0,26,0.5496490289908559,True
10,10,27,0.6143955291677236,True
0,,28,0.0,False
22,22,29,0.40552205160101534,True
54,54,30,0.39594341789065834,True
0,,31,0.0,False
35,35,32,0.6173466662255649,True
0,,33,0.0,False
0,,34,0.0,False
0,,35,0.0,False
17,17,36,0.5119784689210551,True
0,,37,0.0,False
0,,38,0.0,False
6,6,39,0.5032685410086299,True
13,13,40,0.5379002262345041,True
12,12,41,0.4571813775412678,True
0,,42,0.0,False
50,50,43,0.506336483345821,True
0,,44,0.0,False
0,,45,0.0,False
0,,46,0.0,False
33,33,47,0.4910346556660664,True
11,11,48,0.6325209427379688,True
0,,49,0.0,False
68,68,50,0.049986187647092215,False
0,,51,0.0,False
0,,52,0.0,False
2,2,53,0.5899527942565168,True
0,,54,0.0,False
57,57,55,0.7425090536389424,True
0,,56,0.0,False
0,,57,0.0,False
0,,58,0.0,False
40,40,59,0.426329987035089,True
0,,60,0.0,False
7,7,61,0.6101561265861409,True
24,24,62,0.6879016447332452,True
0,,63,0.0,False
0,,64,0.0,False
98,98,65,0.36993797588332894,True
0,,66,0.0,False
72,72,67,0.6288160261734405,True
0,,68,0.0,False
0,,69,0.0,False
0,,70,0.0,False
0,,71,0.0,False
20,20,72,0.4908405558112674,True
119,119,73,0.5717925454601815,True
52,52,74,0.5187544366751338,True
0,,75,0.0,False
65,65,76,0.6305111785967085,True
108,108,77,0.5390080718674659,True
0,,78,0.0,False
0,,79,0.0,False
27,27,80,0.5214579741945342,True
94,94,81,0.533322869560636,True
0,,82,0.0,False
25,25,83,0.6480726750041144,True
0,,84,0.0,False
0,,85,0.0,False
85,85,86,0.5891346842547703,True
47,47,87,0.48158622055566463,True
0,,88,0.0,False
0,,89,0.0,False
37,37,90,0.37980267232631293,True
0,,91,0.0,False
5,5,92,0.5964600147487921,True
0,,93,0.0,False
0,,94,0.0,False
28,28,95,0.6006282364505867,True
111,111,96,0.013148518864006135,False
101,101,97,0.6186914253710365,True
78,78,98,0.6041776343256513,True
0,,99,0.0,False
16,16,100,0.6532970251216476,True
87,87,101,0.6100021773828174,True
44,44,102,0.5044150451647045,True
0,,103,0.0,False
69,69,104,0.3021435282768086,True
79,79,105,0.6340361212066856,True
112,112,106,0.5154999531772706,True
0,,107,0.0,False
0,,108,0.0,False
80,80,109,0.6220025903594362,True
26,26,110,0.4782417228538944,True
8,8,111,0.6063839959128626,True
60,60,112,0.5596489988743449,True
0,,113,0.0,False
53,53,114,0.3874862750794255,True
0,,115,0.0,False
73,73,116,0.22282668308742584,False
93,93,117,0.6266790247293235,True
0,,118,0.0,False
118,118,119,0.06615144339126496,False
46,46,120,0.6263690666475829,True
51,51,121,0.4395083687393826,True
0,,122,0.0,False
15,15,123,0.6295781720958719,True
0,,124,0.0,False
0,,125,0.0,False
92,92,126,0.34594169052446255,True
106,106,127,0.643910139350489,True
0,,128,0.0,False
48,48,129,0.604133234537755,True
0,,130,0.0,False
67,67,131,0.6101227132082242,True
31,31,132,0.6300422574145744,True
0,,133,0.0,False
0,,134,0.0,False
58,58,135,0.48125482001161635,True
0,,136,0.0,False
42,42,137,0.5134370126375998,True
32,32,138,0.6072988343011905,True
38,38,139,0.620181271714284,True
0,,140,0.0,False
0,,141,0.0,False
64,64,142,0.5466246531858819,True
36,36,143,0.6436136731802422,True
21,21,144,0.39069149106676465,True
0,,145,0.0,False
109,109,146,0.380744209909594,True
14,14,147,0.7157862477016111,True
34,34,148,0.6305479415970816,True
104,104,149,0.5980767349222109,True
41,41,150,0.5969659612459773,True
30,30,151,0.6337859116051126,True
0,,152,0.0,False
77,77,153,0.6286023179085323,True
107,107,154,0.2506417498615306,True
88,88,155,0.5235035920943346,True
76,76,156,0.452222865705282,True
0,,157,0.0,False
0,,158,0.0,False
91,91,159,0.15212330092381732,False
3,3,160,0.7002349571591332,True
70,70,161,0.17439281641289675,False
0,,162,0.0,False
114,114,163,0.31226169543553867,True
90,90,164,0.6148297805305452,True
99,99,165,0.5910386947421099,True
0,,166,0.0,False
63,63,167,0.4517809670468447,True
0,,168,0.0,False
105,105,169,0.09766835066598889,False
59,59,170,0.38239093713197436,True
0,,171,0.0,False
117,117,172,0.5836688643226843,True
0,,173,0.0,False
74,74,174,0.6166517944466199,True
39,39,175,0.621081408915703,True
66,66,176,0.557742203388316,True
0,,177,0.0,False
75,75,178,0.01178819914138641,False
97,97,179,0.05895322369603565,False
0,,180,0.0,False
0,,181,0.0,False
113,113,182,0.3034575568805234,True
116,116,183,0.6265118810365161,True
120,120,184,0.051427049650898796,False
0,,185,0.0,False
0,,186,0.0,False
1,1,187,0.6131856449814684,True
115,115,188,0.6405582961730627,True
9,9,189,0.4631895229653579,True
0,,190,0.0,False
29,29,191,0.42740452159448505,True
31,31,0,0.0,False
86,86,1,0.0,False
104,104,2,0.0,False
133,133,3,0.13672451563140087,False
137,137,4,0.711254323963808,True
125,125,5,0.0,False
108,108,6,0.0,False
33,33,7,0.5403865159369283,True
123,123,8,0.0,False
142,142,9,0.0,False
20,20,10,0.4723137241818261,True
13,13,11,0.6079878130528432,True
48,48,12,0.6388655005059269,True
63,63,13,0.5803951606745386,True
160,160,14,0.0,False
30,30,15,0.2837198450900077,True
0,,16,0.0,False
36,36,17,0.4640933507041583,True
0,,18,0.0,False
80,80,19,0.49415687802751596,True
