,prediction_id,truth_id,IoU,match
17,17,0,0.0,False
10,10,1,0.22685668228738026,False
28,28,2,0.0,False
34,34,3,0.0,False
100,100,4,0.37209560597953895,True
53,53,5,0.0,False
59,59,6,0.0,False
60,60,7,0.0,False
27,27,8,0.37209560597953895,True
98,98,9,0.33990279694139286,True
44,44,10,0.37657868559207264,True
168,168,11,0.37657868559207264,True
99,99,12,0.37209560597953895,True
83,83,13,0.0,False
85,85,14,0.0,False
87,87,15,0.0,False
91,91,16,0.0,False
93,93,17,0.0,False
196,196,18,0.09517826471475803,False
66,66,19,0.0,False
170,170,20,0.37657868559207264,True
42,42,21,0.0,False
97,97,22,0.37657868559207264,True
131,131,23,0.37657868559207264,True
31,31,24,0.36766589644916675,True
103,103,25,0.0,False
106,106,26,0.0,False
107,107,27,0.0,False
6,6,28,0.37209560597953895,True
38,38,29,0.36766589644916675,True
109,109,30,0.0,False
48,48,31,0.37209560597953895,True
203,203,32,0.37209560597953895,True
29,29,33,0.37657868559207264,True
112,112,34,0.0,False
114,114,35,0.0,False
116,116,36,0.0,False
197,197,37,0.3110393577292218,True
121,121,38,0.0,False
122,122,39,0.0,False
123,123,40,0.0,False
152,152,41,0.37657868559207264,True
128,128,42,0.0,False
40,40,43,0.37657868559207264,True
16,16,44,0.37657868559207264,True
182,182,45,0.3471522398647481,True
25,25,46,0.37209560597953895,True
2,2,47,0.37657868559207264,True
50,50,48,0.37657868559207264,True
37,37,49,0.37657868559207264,True
138,138,50,0.0,False
139,139,51,0.0,False
140,140,52,0.0,False
146,146,53,0.0,False
144,144,54,0.36766589644916675,True
124,124,55,0.37209560597953895,True
126,126,56,0.0,False
154,154,57,0.0,False
155,155,58,0.0,False
159,159,59,0.0,False
172,172,60,0.3858769247901406,True
32,32,61,0.37209560597953895,True
163,163,62,0.0,False
39,39,63,0.37657868559207264,True
67,67,64,0.36766589636265623,True
164,164,65,0.0,False
74,74,66,0.0,False
75,75,67,0.0,False
80,80,68,0.3463143665073134,True
201,201,69,0.36766589636265623,True
173,173,70,0.0,False
145,145,71,0.37657868559207264,True
176,176,72,0.0,False
178,178,73,0.0,False
113,113,74,0.37209560597953895,True
190,190,75,0.37209560606709174,True
90,90,76,0.28761450806718886,True
56,56,77,0.36766589636265623,True
180,180,78,0.0,False
181,181,79,0.0,False
194,194,80,0.37657868559207264,True
187,187,81,0.37209560606709174,True
183,183,82,0.0,False
148,148,83,0.37209560597953895,True
82,82,84,0.37657868559207264,True
184,184,85,0.0,False
125,125,86,0.0,False
41,41,87,0.0,False
5,5,88,0.37657868559207264,True
188,188,89,0.0,False
189,189,90,0.0,False
179,179,91,0.0,False
102,102,92,0.0,False
94,94,93,0.0,False
119,119,94,0.0,False
151,151,95,0.37209560597953895,True
198,198,96,0.0,False
200,200,97,0.0,False
58,58,98,0.34121018026408706,True
7,7,99,0.37657868568174785,True
162,162,100,0.0,False
202,202,101,0.0,False
19,19,102,0.37209560597953895,True
110,110,103,0.0,False
205,205,104,0.0,False
127,127,105,0.37209560597953895,True
12,12,106,0.37657868559207264,True
95,95,107,0.37209560597953895,True
204,204,108,0.37657868559207264,True
143,143,109,0.37657868559207264,True
212,212,110,0.0,False
214,214,111,0.0,False
51,51,112,0.37209560597953895,True
63,63,113,0.37209560597953895,True
46,46,114,0.37209560597953895,True
23,23,115,0.37209560606814657,True
157,157,116,0.37209560606709174,True
62,62,117,0.37657868559207264,True
0,,118,0.0,False
0,,119,0.0,False
0,,120,0.0,False
0,,121,0.0,False
52,52,122,0.36766589644916675,True
0,,123,0.0,False
0,,124,0.0,False
185,185,125,0.1620236555564034,False
54,54,126,0.37657868559207264,True
92,92,127,0.37209560606709174,True
0,,128,0.0,False
0,,129,0.0,False
0,,130,0.0,False
0,,131,0.0,False
0,,132,0.0,False
0,,133,0.0,False
0,,134,0.0,False
0,,135,0.0,False
